SNP,freq_alt,MAF,n_missing,pct_missing
X.9.2393,0.582031,0.417969,11,1.21
X1.295,0.50312,0.49688,266,29.33
X.9.2394,0.999445,0.000555,6,0.66
X.9.2395,0.735426,0.264574,15,1.65
X.9.2396,0.865813,0.134187,9,0.99
X2.1071,0.999447,0.000553,3,0.33
X2.1072,0.848811,0.151189,24,2.65
X2.1073,0.788183,0.211817,10,1.1
X.9.2397,0.730939,0.269061,2,0.22
X.9.2398,0.920746,0.079254,49,5.4
X.9.2399,0.934735,0.065265,3,0.33
X.9.2400,0.978429,0.021571,3,0.33
X.9.2401,0.843521,0.156479,89,9.81
X.9.2402,0.568434,0.431566,96,10.58
X.9.2403,0.727933,0.272067,12,1.32
X.9.2404,0.989703,0.010297,33,3.64
X.9.2405,0.960221,0.039779,2,0.22
X2.1074,0.998753,0.001247,105,11.58
X.9.2406,0.995565,0.004435,5,0.55
X.9.2407,0.992371,0.007629,55,6.06
X2.1075,0.899333,0.100667,8,0.88
X.9.2408,0.624306,0.375694,6,0.66
X.9.2409,0.668076,0.331924,434,47.85
X.9.2410,0.654102,0.345898,5,0.55
X2.1076,0.74263,0.25737,25,2.76
X1.296,0.542254,0.457746,126,13.89
X.9.2411,0.861494,0.138506,37,4.08
X.9.2412,0.946607,0.053393,8,0.88
X.9.2413,0.931416,0.068584,3,0.33
X.9.2414,0.666291,0.333709,20,2.21
X1.297,0.580268,0.419732,10,1.1
X.9.2415,0.791896,0.208104,179,19.74
X.9.2416,0.921525,0.078475,15,1.65
X.9.2417,0.971698,0.028302,6,0.66
X.9.2418,1.0,0.0,50,5.51
X.9.2419,0.965155,0.034845,3,0.33
X.9.2420,0.931264,0.068736,5,0.55
X2.1077,0.723085,0.276915,6,0.66
X.9.2421,0.938053,0.061947,3,0.33
X.9.2422,0.987179,0.012821,10,1.1
X.9.2423,0.533746,0.466254,18,1.98
X2.1078,0.891907,0.108093,5,0.55
X2.1079,0.954144,0.045856,2,0.22
X.9.2424,0.546734,0.453266,19,2.09
X.9.2425,0.998341,0.001659,3,0.33
X.9.2426,0.997228,0.002772,5,0.55
X.9.2427,0.819774,0.180226,22,2.43
X.9.2428,0.676307,0.323693,8,0.88
X2.1080,0.949059,0.050941,4,0.44
X2.1081,0.999448,0.000552,1,0.11
X.9.2429,0.954596,0.045404,4,0.44
X2.1082,0.671296,0.328704,43,4.74
X.9.2430,0.957825,0.042175,6,0.66
X1.298,0.791713,0.208287,14,1.54
X.9.2431,0.51505,0.48495,10,1.1
X.9.2432,0.877358,0.122642,6,0.66
X2.1083,0.917877,0.082123,12,1.32
X.9.2433,0.82377,0.17623,53,5.84
X.9.2434,0.963374,0.036626,6,0.66
X.9.2435,0.649777,0.350223,9,0.99
X2.1084,0.973976,0.026024,4,0.44
X.9.2436,0.843715,0.156285,8,0.88
X.9.2437,0.843715,0.156285,8,0.88
X2.1085,0.891473,0.108527,4,0.44
X2.1086,0.88324,0.11676,12,1.32
X.9.2438,0.7657,0.2343,286,31.53
X2.1087,0.998869,0.001131,23,2.54
X.9.2439,0.700264,0.299736,148,16.32
X.9.2440,0.850917,0.149083,35,3.86
X2.1088,0.989503,0.010497,2,0.22
X.9.2441,0.840155,0.159845,3,0.33
X2.1089,0.999449,0.000551,0,0.0
X2.1090,0.926816,0.073184,12,1.32
X2.1091,0.950774,0.049226,3,0.33
X.9.2442,0.909472,0.090528,73,8.05
X.9.2443,0.764077,0.235923,19,2.09
X2.1092,0.855716,0.144284,6,0.66
X2.1093,0.991369,0.008631,38,4.19
X0.52,0.813648,0.186352,145,15.99
X.9.2444,0.999444,0.000556,8,0.88
X2.1094,0.999402,0.000598,71,7.83
X.9.2445,0.638441,0.361559,163,17.97
X.9.2446,0.928328,0.071672,28,3.09
X2.1095,0.971271,0.028729,2,0.22
X.9.2447,0.981195,0.018805,3,0.33
X.9.2448,0.998895,0.001105,2,0.22
X.9.2449,0.999446,0.000554,5,0.55
X2.1096,0.826554,0.173446,22,2.43
X2.1097,0.981174,0.018826,4,0.44
X.9.2450,0.778661,0.221339,26,2.87
X1.299,0.941209,0.058791,14,1.54
X2.1098,0.837805,0.162195,87,9.59
X.9.2451,0.786649,0.213351,143,15.77
X2.1099,0.68054,0.31946,18,1.98
X.9.2452,0.991101,0.008899,8,0.88
X.9.2453,0.967634,0.032366,11,1.21
X1.300,0.52809,0.47191,17,1.87
X.9.2454,0.980022,0.019978,6,0.66
X.9.2455,0.748053,0.251947,8,0.88
X.9.2456,0.962983,0.037017,2,0.22
X2.1100,0.997235,0.002765,3,0.33
X0.53,0.905345,0.094655,9,0.99
X.9.2457,0.990055,0.009945,2,0.22
X.9.2458,0.822778,0.177222,7,0.77
X.9.2459,0.962778,0.037222,7,0.77
X.9.2460,0.84252,0.15748,18,1.98
X.9.2461,0.876397,0.123603,191,21.06
X2.1101,0.886062,0.113938,3,0.33
X2.1102,0.993916,0.006084,3,0.33
X.9.2462,0.627948,0.372052,59,6.5
X.9.2463,0.582778,0.417222,7,0.77
X2.1103,0.991545,0.008455,20,2.21
X.9.2464,0.997185,0.002815,19,2.09
X.9.2465,0.97783,0.02217,50,5.51
X.9.2466,0.938626,0.061374,19,2.09
X.9.2467,0.842841,0.157159,13,1.43
X2.1104,0.957965,0.042035,3,0.33
X2.1105,0.99779,0.00221,2,0.22
X.9.2468,0.844444,0.155556,7,0.77
X.9.2469,0.578704,0.421296,691,76.19
X.9.2470,0.880313,0.119687,13,1.43
X.9.2471,0.811942,0.188058,11,1.21
X.9.2472,0.9099,0.0901,8,0.88
X.9.2473,0.998339,0.001661,4,0.44
X.9.2474,0.938333,0.061667,7,0.77
X2.1106,0.999421,0.000579,44,4.85
X2.1107,0.927233,0.072767,0,0.0
X.9.2475,0.940805,0.059195,37,4.08
X2.1108,0.981153,0.018847,5,0.55
X2.1109,0.999448,0.000552,1,0.11
X.9.2476,0.727273,0.272727,5,0.55
X.9.2477,0.876243,0.123757,2,0.22
X1.301,0.539357,0.460643,5,0.55
X.9.2478,0.959624,0.040376,3,0.33
X.9.2479,0.956595,0.043405,20,2.21
X2.1110,0.995011,0.004989,5,0.55
X2.1111,0.848744,0.151256,31,3.42
X2.1112,0.898559,0.101441,5,0.55
X.9.2480,0.998894,0.001106,3,0.33
X.9.2481,0.952134,0.047866,40,4.41
X.9.2482,0.908235,0.091765,57,6.28
X.9.2483,0.843353,0.156647,42,4.63
X1.302,0.930307,0.069693,125,13.78
X.9.2484,0.524103,0.475897,15,1.65
X.9.2485,0.56215,0.43785,14,1.54
X.9.2486,0.664234,0.335766,222,24.48
X.9.2487,0.869589,0.130411,6,0.66
X.9.2488,0.998337,0.001663,5,0.55
X2.1113,0.893923,0.106077,2,0.22
X.9.2489,0.882118,0.117882,29,3.2
X.9.2490,0.731777,0.268223,29,3.2
X1.303,0.679558,0.320442,2,0.22
X1.304,0.840939,0.159061,140,15.44
X.9.2491,0.957159,0.042841,20,2.21
X.9.2492,0.914811,0.085189,9,0.99
X1.305,0.818937,0.181063,4,0.44
X1.306,0.869878,0.130122,4,0.44
X.9.2493,0.88762,0.11238,75,8.27
X.9.2494,0.943826,0.056174,8,0.88
X2.1114,0.727884,0.272116,14,1.54
X.9.2495,0.994206,0.005794,44,4.85
X1.307,0.740513,0.259487,11,1.21
X.9.2496,0.986667,0.013333,7,0.77
X.9.2497,0.967577,0.032423,28,3.09
X0.54,0.851831,0.148169,6,0.66
X.9.2498,0.822346,0.177654,12,1.32
X.9.2499,0.834837,0.165163,20,2.21
X2.1115,0.980704,0.019296,26,2.87
X.9.2500,0.974244,0.025756,14,1.54
X.9.2501,0.948391,0.051609,6,0.66
X.9.2502,0.979535,0.020465,3,0.33
X1.308,0.884275,0.115725,4,0.44
X.9.2503,0.911833,0.088167,45,4.96
X.9.2504,0.613102,0.386898,14,1.54
X.9.2505,0.879023,0.120977,6,0.66
X.9.2506,0.690051,0.309949,123,13.56
X.9.2507,0.999446,0.000554,4,0.44
X.9.2508,0.978114,0.021886,16,1.76
X.9.2509,0.901667,0.098333,7,0.77
X.9.2510,0.983333,0.016667,7,0.77
X2.1116,0.968508,0.031492,2,0.22
X1.309,0.948391,0.051609,6,0.66
X2.1117,0.884615,0.115385,23,2.54
X.9.2511,0.532374,0.467626,212,23.37
X.9.2512,0.999446,0.000554,4,0.44
X.9.2513,0.982738,0.017262,67,7.39
X.9.2514,0.767039,0.232961,12,1.32
X.9.2515,0.856659,0.143341,21,2.32
X.9.2516,0.957589,0.042411,11,1.21
X2.1118,0.956473,0.043527,11,1.21
X.9.2517,0.960981,0.039019,10,1.1
X.9.2518,0.977553,0.022447,16,1.76
X.9.2519,0.969546,0.030454,4,0.44
X.9.2520,0.844444,0.155556,7,0.77
X.9.2521,0.768415,0.231585,11,1.21
X2.1119,0.948775,0.051225,9,0.99
X2.1120,0.692173,0.307827,51,5.62
X1.310,0.634529,0.365471,15,1.65
X2.1121,0.921927,0.078073,4,0.44
X.9.2522,0.959579,0.040421,4,0.44
X.9.2523,0.663728,0.336272,113,12.46
X1.311,0.519444,0.480556,7,0.77
X2.1122,0.950221,0.049779,3,0.33
X.9.2524,0.525527,0.474473,6,0.66
X.9.2525,0.921199,0.078801,6,0.66
X2.1123,0.952434,0.047566,3,0.33
X.9.2526,0.656493,0.343507,6,0.66
X.9.2527,0.81157,0.18843,302,33.3
X.9.2528,0.906667,0.093333,7,0.77
X.9.2529,0.953434,0.046566,48,5.29
X.9.2530,0.991685,0.008315,5,0.55
X2.1124,0.913242,0.086758,31,3.42
X2.1125,0.980642,0.019358,3,0.33
X.9.2531,0.893889,0.106111,7,0.77
X.9.2532,0.980642,0.019358,3,0.33
X2.1126,0.981293,0.018707,25,2.76
X.9.2533,0.702945,0.297055,126,13.89
X.9.2534,0.901392,0.098608,45,4.96
X2.1127,0.935484,0.064516,8,0.88
X.9.2535,0.886918,0.113082,5,0.55
X2.1128,0.819257,0.180743,19,2.09
X.9.2536,0.837444,0.162556,15,1.65
X.9.2537,0.977298,0.022702,4,0.44
X.9.2538,0.991101,0.008899,8,0.88
X2.1129,0.643411,0.356589,4,0.44
X.9.2539,0.987265,0.012735,4,0.44
X.9.2540,0.997133,0.002867,35,3.86
X.9.2541,0.762011,0.237989,12,1.32
X1.312,0.945243,0.054757,3,0.33
X.9.2542,0.909243,0.090757,9,0.99
X.9.2543,0.575972,0.424028,58,6.39
X.9.2544,0.885057,0.114943,37,4.08
X.9.2545,0.999443,0.000557,9,0.99
X.9.2546,0.874584,0.125416,6,0.66
X.9.2547,0.999448,0.000552,2,0.22
X.9.2548,0.586111,0.413889,7,0.77
X1.313,0.824862,0.175138,2,0.22
X2.1130,0.835274,0.164726,48,5.29
X.9.2549,0.758949,0.241051,13,1.43
X.9.2550,0.851197,0.148803,30,3.31
X.9.2551,0.721088,0.278912,25,2.76
X.9.2552,0.673356,0.326644,10,1.1
X.9.2553,0.816707,0.183293,75,8.27
X.9.2554,0.978285,0.021715,9,0.99
X.9.2555,0.822581,0.177419,8,0.88
X.9.2556,0.72525,0.27475,8,0.88
X.9.2557,0.885428,0.114572,8,0.88
X.9.2558,0.866111,0.133889,7,0.77
X.9.2559,0.925743,0.074257,806,88.86
X2.1131,0.986096,0.013904,8,0.88
X.9.2560,0.985507,0.014493,10,1.1
X.9.2561,0.961323,0.038677,15,1.65
X.9.2562,0.969697,0.030303,16,1.76
X2.1132,0.936027,0.063973,16,1.76
X.9.2563,0.775362,0.224638,10,1.1
X.9.2564,0.939977,0.060023,24,2.65
X.9.2565,0.806202,0.193798,4,0.44
X.9.2566,0.788024,0.211976,72,7.94
X.9.2567,0.999421,0.000579,44,4.85
X.9.2568,0.947514,0.052486,2,0.22
X2.1133,0.844595,0.155405,19,2.09
X.9.2569,0.518272,0.481728,4,0.44
X2.1134,0.981417,0.018583,46,5.07
X2.1135,0.979558,0.020442,2,0.22
X2.1136,0.864444,0.135556,7,0.77
X1.314,0.70663,0.29337,2,0.22
X2.1137,0.977901,0.022099,2,0.22
X.9.2570,0.999448,0.000552,2,0.22
X.9.2571,0.980856,0.019144,19,2.09
X.9.2572,0.726607,0.273393,20,2.21
X2.1138,0.832589,0.167411,11,1.21
X2.1139,0.999448,0.000552,2,0.22
X0.55,0.614653,0.385347,13,1.43
X2.1140,0.966781,0.033219,34,3.75
X2.1141,0.940687,0.059313,5,0.55
X.9.2573,0.865342,0.134658,1,0.11
X.9.2574,0.507786,0.492214,8,0.88
X0.56,0.8,0.2,7,0.77
X.9.2575,0.988901,0.011099,6,0.66
X.9.2576,0.677179,0.322821,35,3.86
X.9.2577,0.693207,0.306793,9,0.99
X.9.2578,0.959911,0.040089,9,0.99
X.9.2579,0.788871,0.211129,296,32.64
X.9.2580,0.614046,0.385954,74,8.16
X.9.2581,0.981174,0.018826,4,0.44
X2.1142,0.984462,0.015538,6,0.66
X.9.2582,0.953361,0.046639,178,19.63
X.9.2583,0.756152,0.243848,13,1.43
X0.57,0.784916,0.215084,12,1.32
X.9.2584,0.764412,0.235588,5,0.55
X2.1143,0.981153,0.018847,5,0.55
X.9.2585,0.867039,0.132961,12,1.32
X2.1144,0.788749,0.211251,36,3.97
X.9.2586,0.808889,0.191111,7,0.77
X.9.2587,0.871006,0.128994,62,6.84
X.9.2588,0.835938,0.164062,11,1.21
X.9.2589,0.937292,0.062708,6,0.66
X.9.2590,0.952237,0.047763,80,8.82
X2.1145,0.856589,0.143411,4,0.44
X2.1146,0.949444,0.050556,7,0.77
X.9.2591,0.900447,0.099553,13,1.43
X.9.2592,0.92514,0.07486,12,1.32
X.9.2593,0.65625,0.34375,75,8.27
X1.315,0.656863,0.343137,91,10.03
X2.1147,0.532429,0.467571,59,6.5
X.9.2594,0.709497,0.290503,12,1.32
X.9.2595,0.715871,0.284129,6,0.66
X.9.2596,0.978652,0.021348,17,1.87
X0.58,0.511534,0.488466,40,4.41
X.9.2597,0.828492,0.171508,12,1.32
X.9.2598,0.919623,0.080377,5,0.55
X1.316,0.854167,0.145833,19,2.09
X2.1148,0.906293,0.093707,176,19.4
X0.59,0.679259,0.320741,232,25.58
X.9.2599,0.948505,0.051495,4,0.44
X2.1149,1.0,0.0,4,0.44
X1.317,0.554802,0.445198,22,2.43
X2.1150,0.703488,0.296512,219,24.15
X.9.2600,0.659444,0.340556,7,0.77
X2.1151,0.928651,0.071349,10,1.1
X2.1152,0.71868,0.28132,13,1.43
X.9.2601,0.939586,0.060414,38,4.19
X.9.2602,0.979535,0.020465,3,0.33
X.9.2603,0.999408,0.000592,63,6.95
X.9.2604,0.970183,0.029817,35,3.86
X.9.2605,0.849323,0.150677,21,2.32
X.9.2606,0.975583,0.024417,6,0.66
X2.1153,0.854586,0.145414,13,1.43
X2.1154,0.948124,0.051876,1,0.11
X.9.2607,0.737222,0.262778,7,0.77
X.9.2608,0.942968,0.057032,4,0.44
X0.60,0.621262,0.378738,4,0.44
X0.61,0.521047,0.478953,28,3.09
X2.1155,0.725556,0.274444,7,0.77
X2.1156,0.654362,0.345638,13,1.43
X.9.2609,0.63352,0.36648,12,1.32
X2.1157,0.65287,0.34713,1,0.11
X2.1158,0.736142,0.263858,5,0.55
X2.1159,0.988938,0.011062,3,0.33
X2.1160,0.769912,0.230088,3,0.33
X.9.2610,0.856667,0.143333,7,0.77
X2.1161,0.844828,0.155172,8,0.88
X.9.2611,0.965957,0.034043,202,22.27
X1.318,0.693348,0.306652,20,2.21
X0.62,0.86536,0.13464,116,12.79
X0.63,0.800562,0.199438,17,1.87
X.9.2612,0.914175,0.085825,4,0.44
X.9.2613,0.556614,0.443386,15,1.65
X2.1162,0.899779,0.100221,4,0.44
X2.1163,0.99889,0.00111,6,0.66
X2.1164,0.983942,0.016058,4,0.44
X2.1165,0.979603,0.020397,0,0.0
X.9.2614,0.976744,0.023256,4,0.44
X.9.2615,0.907341,0.092659,76,8.38
X2.1166,0.63683,0.36317,30,3.31
X2.1167,0.923333,0.076667,7,0.77
X.9.2616,0.669553,0.330447,214,23.59
X2.1168,0.924917,0.075083,8,0.88
X.9.2617,0.892617,0.107383,13,1.43
X.9.2618,0.815337,0.184663,92,10.14
X1.319,0.521014,0.478986,98,10.8
X.9.2619,0.541667,0.458333,895,98.68
X2.1169,0.981257,0.018743,0,0.0
X.9.2620,0.948671,0.051329,79,8.71
X0.64,0.522109,0.477891,25,2.76
X.9.2621,0.518203,0.481797,28,3.09
X2.1170,0.681971,0.318029,14,1.54
X.9.2622,0.979955,0.020045,9,0.99
X.9.2623,0.5,0.5,28,3.09
X.9.2624,0.98337,0.01663,5,0.55
X.9.2625,0.681869,0.318131,8,0.88
X.9.2626,0.551168,0.448832,8,0.88
X.9.2627,0.988493,0.011507,38,4.19
X.9.2628,0.858974,0.141026,10,1.1
X.9.2629,0.965632,0.034368,5,0.55
X.9.2630,0.855866,0.144134,12,1.32
X.9.2631,0.758427,0.241573,17,1.87
X1.320,0.672949,0.327051,5,0.55
X.9.2632,0.586763,0.413237,8,0.88
X.9.2633,0.956327,0.043673,14,1.54
X.9.2634,0.892977,0.107023,10,1.1
X.9.2635,0.999448,0.000552,1,0.11
X.9.2636,0.748879,0.251121,15,1.65
X.9.2637,0.613762,0.386238,6,0.66
X.9.2638,0.829021,0.170979,18,1.98
X.9.2639,0.884573,0.115427,6,0.66
X1.321,0.764673,0.235327,4,0.44
X.9.2640,0.742927,0.257073,94,10.36
X2.1171,0.998875,0.001125,18,1.98
X.9.2641,0.999446,0.000554,4,0.44
X2.1172,0.575933,0.424067,130,14.33
X.9.2642,0.879733,0.120267,9,0.99
X.9.2643,0.635514,0.364486,158,17.42
X.9.2644,0.922863,0.077137,6,0.66
X2.1173,0.986667,0.013333,7,0.77
X.9.2645,0.572917,0.427083,139,15.33
X2.1174,0.944259,0.055741,10,1.1
X1.322,0.929444,0.070556,7,0.77
X.9.2646,0.994266,0.005734,35,3.86
X2.1175,0.964128,0.035872,1,0.11
X1.323,0.856742,0.143258,17,1.87
X.9.2647,0.794856,0.205144,110,12.13
X.9.2648,0.63631,0.36369,67,7.39
X2.1176,0.847904,0.152096,72,7.94
X2.1177,0.967956,0.032044,2,0.22
X2.1178,0.802978,0.197022,34,3.75
X1.324,0.568548,0.431452,39,4.3
X.9.2649,0.798557,0.201443,6,0.66
X.9.2650,0.977901,0.022099,183,20.18
X2.1179,0.817575,0.182425,8,0.88
X.9.2651,0.81721,0.18279,18,1.98
X.9.2652,0.586034,0.413966,12,1.32
X.9.2653,0.933908,0.066092,37,4.08
X.9.2654,0.908231,0.091769,8,0.88
X2.1180,0.996678,0.003322,4,0.44
X2.1181,0.723285,0.276715,18,1.98
X.9.2655,0.871111,0.128889,7,0.77
X2.1182,0.712625,0.287375,4,0.44
X.9.2656,0.799204,0.200796,28,3.09
X.9.2657,0.909732,0.090268,198,21.83
X.9.2658,0.996678,0.003322,4,0.44
X.9.2659,0.961836,0.038164,3,0.33
X.9.2660,0.645756,0.354244,94,10.36
X.9.2661,0.860465,0.139535,4,0.44
X2.1183,0.842432,0.157568,101,11.14
X1.325,0.877913,0.122087,6,0.66
X0.65,0.610102,0.389898,26,2.87
X.9.2662,0.842952,0.157048,6,0.66
X.9.2663,0.951613,0.048387,101,11.14
X.9.2664,0.880385,0.119615,25,2.76
X2.1184,0.796317,0.203683,11,1.21
X.9.2665,0.735294,0.264706,244,26.9
X.9.2666,0.986157,0.013843,4,0.44
X2.1185,0.904972,0.095028,2,0.22
X1.326,0.60479,0.39521,72,7.94
X.9.2667,0.978977,0.021023,27,2.98
X.9.2668,0.813846,0.186154,257,28.34
X2.1186,0.9551,0.0449,5,0.55
X.9.2669,0.954134,0.045866,24,2.65
X.9.2670,0.819394,0.180606,82,9.04
X2.1187,0.927896,0.072104,61,6.73
X2.1188,0.999441,0.000559,13,1.43
X.9.2671,0.84882,0.15118,229,25.25
X2.1189,0.961712,0.038288,19,2.09
X1.327,0.891741,0.108259,11,1.21
X.9.2672,0.843575,0.156425,12,1.32
X.9.2673,0.970556,0.029444,7,0.77
X.9.2674,0.975691,0.024309,2,0.22
X.9.2675,0.978211,0.021789,35,3.86
X.9.2676,0.973467,0.026533,59,6.5
X.9.2677,0.952987,0.047013,3,0.33
X2.1190,0.99778,0.00222,6,0.66
X1.328,0.843017,0.156983,12,1.32
X2.1191,0.593889,0.406111,7,0.77
X.9.2678,0.904972,0.095028,2,0.22
X2.1192,0.968575,0.031425,16,1.76
X.9.2679,0.760442,0.239558,93,10.25
X.9.2680,0.916295,0.083705,11,1.21
X2.1193,0.985066,0.014934,3,0.33
X1.329,0.861761,0.138239,10,1.1
X2.1194,0.99115,0.00885,3,0.33
X.9.2681,0.974633,0.025367,158,17.42
X.9.2682,0.968473,0.031527,3,0.33
X.9.2683,0.991694,0.008306,4,0.44
X.9.2684,0.5,0.5,33,3.64
X2.1195,0.988717,0.011283,65,7.17
X1.330,0.70903,0.29097,10,1.1
X.9.2685,0.672956,0.327044,271,29.88
X.9.2686,0.976138,0.023862,6,0.66
X2.1196,0.962431,0.037569,2,0.22
X.9.2687,0.894144,0.105856,19,2.09
X0.66,0.575388,0.424612,5,0.55
X2.1197,0.528365,0.471635,8,0.88
X.9.2688,0.556174,0.443826,8,0.88
X.9.2689,0.982739,0.017261,9,0.99
X.9.2690,0.984797,0.015203,19,2.09
X.9.2691,0.966667,0.033333,7,0.77
X.9.2692,0.53766,0.46234,283,31.2
X.9.2693,0.574302,0.425698,12,1.32
X.9.2694,0.90407,0.09593,47,5.18
X.9.2695,0.999446,0.000554,4,0.44
X.9.2696,0.975083,0.024917,4,0.44
X.9.2697,0.891459,0.108541,64,7.06
X2.1198,0.896907,0.103093,34,3.75
X2.1199,0.975904,0.024096,741,81.7
X1.331,0.515547,0.484453,103,11.36
X.9.2698,0.872881,0.127119,22,2.43
X.9.2699,0.999438,0.000562,17,1.87
X2.1200,0.912192,0.087808,13,1.43
X.9.2700,0.907016,0.092984,9,0.99
X.9.2701,0.996072,0.003928,16,1.76
X.9.2702,0.99458,0.00542,169,18.63
X1.332,0.661667,0.338333,7,0.77
X.9.2703,0.967259,0.032741,6,0.66
X.9.2704,0.862443,0.137557,31,3.42
X.9.2705,0.675406,0.324594,106,11.69
X.9.2706,0.962372,0.037628,30,3.31
X.9.2707,0.943686,0.056314,28,3.09
X2.1201,0.92706,0.07294,9,0.99
X.9.2708,0.711283,0.288717,3,0.33
X1.333,0.909945,0.090055,2,0.22
X.9.2709,0.945061,0.054939,6,0.66
X2.1202,0.843541,0.156459,9,0.99
X2.1203,0.966851,0.033149,2,0.22
X1.334,0.519444,0.480556,7,0.77
X.9.2710,0.992826,0.007174,1,0.11
X2.1204,0.961656,0.038344,255,28.11
X.9.2711,0.717949,0.282051,10,1.1
X.9.2712,0.865786,0.134214,188,20.73
X.9.2713,0.962306,0.037694,5,0.55
X.9.2714,0.680124,0.319876,102,11.25
X.9.2715,0.888614,0.111386,99,10.92
X.9.2716,0.92865,0.07135,3,0.33
X2.1205,0.957255,0.042745,18,1.98
X.9.2717,0.648889,0.351111,7,0.77
X.9.2718,0.999441,0.000559,13,1.43
X.9.2719,0.767271,0.232729,24,2.65
X.9.2720,0.908427,0.091573,17,1.87
X2.1206,0.952461,0.047539,13,1.43
X.9.2721,0.641876,0.358124,33,3.64
X.9.2722,0.926748,0.073252,6,0.66
X.9.2723,0.819337,0.180663,2,0.22
X1.335,0.927072,0.072928,2,0.22
X2.1207,0.947456,0.052544,3,0.33
X2.1208,0.900673,0.099327,16,1.76
X1.336,0.578453,0.421547,2,0.22
X.9.2724,0.879176,0.120824,9,0.99
X.9.2725,0.982332,0.017668,58,6.39
X.9.2726,0.982063,0.017937,15,1.65
X.9.2727,0.954849,0.045151,10,1.1
X.9.2728,0.970449,0.029551,61,6.73
X.9.2729,0.960133,0.039867,4,0.44
X.9.2730,0.526066,0.473934,63,6.95
X.9.2731,0.749692,0.250308,96,10.58
X.9.2732,0.96445,0.03555,35,3.86
X2.1209,0.99779,0.00221,2,0.22
X2.1210,1.0,0.0,13,1.43
X1.337,0.824084,0.175916,6,0.66
X.9.2733,0.587612,0.412388,11,1.21
X.9.2734,0.906459,0.093541,9,0.99
X2.1211,0.923119,0.076881,3,0.33
X.9.2735,0.981195,0.018805,3,0.33
X2.1212,0.999351,0.000649,136,14.99
X.9.2736,0.69162,0.30838,12,1.32
X2.1213,0.703786,0.296214,9,0.99
X.9.2737,0.968992,0.031008,4,0.44
X2.1214,0.94,0.06,7,0.77
X.9.2738,0.732838,0.267162,33,3.64
X.9.2739,0.780702,0.219298,109,12.02
X.9.2740,0.956354,0.043646,2,0.22
X2.1215,0.993827,0.006173,16,1.76
X.9.2741,0.864715,0.135285,275,30.32
X.9.2742,0.580991,0.419009,160,17.64
X2.1216,0.856893,0.143107,51,5.62
X2.1217,0.959276,0.040724,23,2.54
X.9.2743,0.991051,0.008949,13,1.43
X.9.2744,0.551802,0.448198,19,2.09
X1.338,0.538889,0.461111,7,0.77
X.9.2745,0.939024,0.060976,5,0.55
X.9.2746,0.665917,0.334083,18,1.98
X2.1218,0.661308,0.338692,5,0.55
X1.339,0.558269,0.441731,6,0.66
X.9.2747,0.761876,0.238124,65,7.17
X.9.2748,0.944383,0.055617,8,0.88
X.9.2749,0.962898,0.037102,58,6.39
X.9.2750,0.95068,0.04932,25,2.76
X.9.2751,0.92881,0.07119,8,0.88
X2.1219,0.910774,0.089226,16,1.76
X.9.2752,0.90653,0.09347,126,13.89
X.9.2753,0.677691,0.322309,15,1.65
X.9.2754,0.973333,0.026667,7,0.77
X.9.2755,0.755429,0.244571,32,3.53
X.9.2756,0.847065,0.152935,21,2.32
X.9.2757,0.911261,0.088739,90,9.92
X.9.2758,0.513889,0.486111,7,0.77
X0.67,0.673865,0.326135,4,0.44
X.9.2759,0.721461,0.278539,31,3.42
X.9.2760,0.768917,0.231083,48,5.29
X.9.2761,0.999424,0.000576,39,4.3
X.9.2762,0.791343,0.208657,6,0.66
X2.1220,0.999449,0.000551,0,0.0
X2.1221,0.951827,0.048173,4,0.44
X.9.2763,0.979237,0.020763,16,1.76
X.9.2764,1.0,0.0,53,5.84
X.9.2765,0.769788,0.230212,10,1.1
X2.1222,0.993736,0.006264,29,3.2
X.9.2766,0.898446,0.101554,6,0.66
X1.340,0.89755,0.10245,9,0.99
X.9.2767,0.608647,0.391353,5,0.55
X2.1223,0.63485,0.36515,6,0.66
X.9.2768,0.498496,0.498496,242,26.68
X2.1224,0.999435,0.000565,22,2.43
X.9.2769,0.856111,0.143889,7,0.77
X.9.2770,0.918889,0.081111,7,0.77
X2.1225,0.999449,0.000551,0,0.0
X.9.2771,0.992802,0.007198,4,0.44
X.9.2772,0.628507,0.371493,16,1.76
X.9.2773,0.613762,0.386238,6,0.66
X.9.2774,0.998731,0.001269,119,13.12
X.9.2775,0.828317,0.171683,10,1.1
X2.1226,0.999449,0.000551,0,0.0
X2.1227,0.954696,0.045304,2,0.22
X1.341,0.764407,0.235593,22,2.43
X.9.2776,0.80117,0.19883,52,5.73
X0.68,0.716022,0.283978,2,0.22
X0.69,0.716575,0.283425,2,0.22
X2.1228,0.763827,0.236173,3,0.33
X.9.2777,0.870296,0.129704,163,17.97
X.9.2778,0.770492,0.229508,114,12.57
X.9.2779,0.554178,0.445822,141,15.55
X.9.2780,0.793624,0.206376,13,1.43
X.9.2781,0.999445,0.000555,6,0.66
X.9.2782,0.999392,0.000608,85,9.37
X.9.2783,0.998599,0.001401,193,21.28
X2.1229,0.805987,0.194013,5,0.55
X.9.2784,0.92669,0.07331,34,3.75
X.9.2785,0.694906,0.305094,4,0.44
X.9.2786,0.999421,0.000579,44,4.85
X.9.2787,0.999448,0.000552,2,0.22
X.9.2788,0.916201,0.083799,12,1.32
